product_id,brand,name,category,price
95,Vans,rather action,Boots,79.51
96,Reebok,so check,Sandals,54.97
97,Nike,food international,Sneakers,80.55
98,Adidas,fast game,Boots,82.87
99,Adidas,discuss concern,Boots,76.47
100,Puma,thing probably,Loafers,58.0
101,Vans,benefit water,Loafers,87.17
102,Nike,necessary three,Boots,129.0
103,Reebok,account onto,Sneakers,136.1
104,Puma,space actually,Loafers,116.65
105,Adidas,determine win,Loafers,140.37
106,Vans,total read,Sandals,71.07
107,Reebok,quickly view,Sneakers,61.57
108,Puma,street name,Sneakers,90.36
109,Vans,unit young,Boots,105.06
110,Puma,say friend,Sandals,85.7
111,Reebok,attention together,Loafers,109.33
112,Reebok,build reflect,Sandals,136.3
113,Adidas,task officer,Sneakers,84.04
114,Vans,general push,Sandals,128.63
115,Puma,medical hair,Sandals,131.89
116,Nike,environment better,Sneakers,112.18
117,Adidas,improve throw,Sandals,93.1
118,Puma,keep away,Loafers,82.33
119,Nike,watch business,Boots,79.92
120,Nike,crime above,Loafers,100.98
121,Nike,gas get,Boots,112.56
122,Reebok,he group,Boots,127.26
123,Puma,owner color,Sandals,94.13
124,Puma,air money,Sandals,99.69
125,Reebok,teacher teacher,Loafers,131.59
126,Reebok,beat yeah,Sandals,132.29
127,Adidas,finally already,Sandals,55.62
128,Reebok,share value,Loafers,66.85
129,Nike,budget significant,Boots,98.69
130,Reebok,daughter in,Sandals,120.42
131,Puma,great money,Boots,60.88
132,Nike,protect near,Sneakers,105.52
133,Vans,treatment point,Loafers,134.09
134,Vans,that everybody,Sandals,69.12
135,Reebok,call machine,Sandals,59.7
136,Adidas,provide figure,Sneakers,56.3
137,Nike,last role,Boots,140.4
138,Reebok,center month,Boots,109.65
139,Puma,executive allow,Boots,63.7
140,Nike,well reduce,Sneakers,116.04
141,Reebok,how better,Sneakers,101.93
142,Nike,sea information,Sneakers,98.95
143,Adidas,answer mind,Sneakers,144.17
144,Vans,entire truth,Boots,128.5
145,Reebok,ahead you,Loafers,119.47
146,Nike,industry open,Sandals,55.57
147,Puma,little occur,Sneakers,147.19
148,Nike,artist read,Boots,117.12
149,Adidas,speak new,Sandals,101.06
150,Reebok,wrong bank,Boots,60.0
151,Adidas,act heart,Boots,141.02
152,Puma,on onto,Sandals,95.87
153,Adidas,sense government,Boots,52.78
154,Reebok,against my,Boots,99.63
155,Nike,cold quality,Sneakers,65.13
156,Vans,girl politics,Loafers,57.76
157,Reebok,behavior time,Sandals,108.05
158,Vans,up small,Sandals,149.65
159,Reebok,reflect less,Sneakers,119.22
160,Adidas,throw its,Boots,58.49
161,Adidas,various million,Loafers,103.12
162,Puma,pressure eat,Loafers,97.5
163,Puma,away run,Sneakers,84.44
164,Nike,boy message,Sneakers,104.95
165,Adidas,PM policy,Sneakers,104.83
166,Adidas,nature half,Sandals,148.74
167,Vans,serious be,Sandals,103.32
168,Puma,agent firm,Sneakers,69.24
169,Reebok,beautiful also,Sandals,55.81
170,Vans,him still,Boots,80.73
171,Adidas,movie vote,Sandals,148.61
172,Puma,arrive despite,Sneakers,128.41
173,Reebok,body across,Sandals,109.18
174,Adidas,operation such,Sandals,117.39
175,Adidas,simply few,Loafers,83.71
176,Adidas,federal life,Boots,65.33
177,Puma,market sea,Sneakers,62.43
178,Puma,film free,Sneakers,74.23
179,Adidas,father today,Loafers,68.9
180,Nike,will difference,Sneakers,88.13
181,Nike,somebody run,Boots,50.57
182,Puma,lawyer traditional,Boots,115.43
183,Vans,almost final,Sneakers,88.42
184,Vans,plant establish,Sandals,128.97
185,Adidas,nice education,Sneakers,79.2
186,Puma,practice president,Boots,100.43
187,Vans,consumer some,Sneakers,143.01
188,Vans,political white,Loafers,142.33
189,Vans,respond tonight,Loafers,106.63
190,Nike,really always,Sandals,93.55
191,Adidas,catch former,Boots,99.74
192,Reebok,camera forget,Loafers,95.9
193,Puma,type of,Boots,140.92
194,Nike,cultural these,Sneakers,122.24
195,Vans,key it,Boots,76.15
196,Puma,really follow,Boots,118.05
197,Vans,often public,Boots,108.89
198,Nike,thus artist,Sandals,63.47
199,Adidas,stop vote,Sandals,65.91
200,Vans,by provide,Boots,80.51
201,Puma,his fact,Loafers,57.28
202,Adidas,size suggest,Loafers,85.66
203,Vans,my front,Sandals,129.12
204,Nike,reduce thousand,Sneakers,122.77
205,Vans,each interesting,Boots,64.3
206,Puma,simple current,Loafers,101.65
207,Nike,exactly agency,Sneakers,106.99
208,Adidas,question detail,Sneakers,96.74
209,Vans,stuff black,Sneakers,64.41
210,Nike,those ten,Loafers,93.91
211,Puma,industry win,Loafers,93.53
212,Vans,before card,Sandals,142.4
213,Puma,forward property,Boots,98.07
214,Nike,team step,Boots,125.44
215,Adidas,seek tax,Sandals,98.59
216,Puma,feeling similar,Loafers,135.67
217,Puma,than through,Loafers,119.77
218,Reebok,especially nation,Sandals,97.13
219,Puma,century single,Loafers,117.28
220,Nike,later level,Loafers,120.86
221,Vans,everything carry,Loafers,139.95
222,Nike,feeling future,Sneakers,61.2
223,Puma,security tax,Loafers,56.93
224,Puma,color far,Sneakers,95.73
225,Puma,sing story,Boots,69.14
226,Reebok,seek usually,Sandals,88.14
227,Vans,enough wear,Sandals,121.88
228,Nike,benefit gun,Sneakers,53.45
229,Nike,offer suddenly,Boots,144.06
230,Vans,bring recognize,Boots,122.93
231,Vans,door front,Sandals,77.87
232,Reebok,her condition,Loafers,114.27
233,Adidas,important appear,Boots,123.23
234,Reebok,note notice,Sneakers,86.69
235,Puma,traditional teach,Loafers,119.6
236,Reebok,suggest describe,Boots,127.31
237,Reebok,gun even,Loafers,68.69
238,Puma,source hotel,Boots,98.93
239,Puma,son name,Sandals,61.33
240,Vans,star red,Sandals,146.09
241,Reebok,research around,Sneakers,131.09
242,Puma,challenge police,Loafers,111.51
243,Puma,particular break,Sandals,55.84
244,Vans,develop instead,Loafers,116.78
245,Adidas,market local,Sneakers,53.0
246,Puma,customer politics,Sneakers,82.79
247,Puma,enter enjoy,Sneakers,73.25
248,Puma,like performance,Loafers,67.95
249,Vans,building player,Sandals,111.28
250,Vans,consumer senior,Sneakers,89.9
251,Vans,when beat,Sandals,58.11
252,Reebok,prepare attorney,Sneakers,135.71
253,Nike,loss president,Sandals,144.42
254,Adidas,appear own,Sneakers,111.11
255,Adidas,care court,Sneakers,67.34
256,Reebok,international series,Loafers,53.7
257,Puma,administration respond,Sneakers,61.87
258,Puma,those office,Boots,140.71
259,Adidas,wall reality,Sneakers,97.16
260,Nike,dark you,Sandals,59.67
261,Nike,thousand guess,Boots,110.44
262,Nike,entire center,Sneakers,97.96
263,Puma,leader drug,Sandals,79.81
264,Nike,hand theory,Sandals,78.18
265,Nike,president heart,Sandals,93.55
266,Reebok,matter news,Sandals,70.69
267,Adidas,or reason,Loafers,116.84
268,Vans,weight it,Sneakers,117.62
269,Vans,seem image,Boots,50.11
270,Adidas,gas question,Sneakers,83.74
271,Nike,last once,Boots,94.66
272,Nike,road high,Loafers,116.37
273,Puma,even arm,Sneakers,61.98
274,Adidas,minute too,Boots,61.85
275,Vans,win yeah,Loafers,90.7
276,Adidas,north military,Sneakers,142.83
277,Reebok,among product,Sneakers,53.37
278,Vans,institution example,Sneakers,66.79
279,Reebok,hard ever,Boots,120.98
280,Vans,lose bar,Boots,126.4
281,Adidas,manager matter,Boots,119.44
282,Reebok,already professional,Sandals,100.05
283,Adidas,security majority,Loafers,105.84
284,Nike,should throughout,Loafers,96.14
285,Puma,radio prevent,Loafers,139.2
286,Adidas,care season,Sneakers,71.51
287,Puma,throughout politics,Boots,100.22
288,Adidas,may activity,Sneakers,50.29
289,Reebok,never later,Loafers,57.09
290,Vans,statement cost,Sneakers,129.7
291,Nike,will property,Sandals,101.84
292,Puma,fight product,Sneakers,122.04
293,Reebok,reduce lot,Sneakers,78.0
294,Reebok,left turn,Boots,128.7
295,Puma,system whatever,Sandals,111.14
296,Adidas,and standard,Loafers,73.28
297,Adidas,list police,Sneakers,100.63
298,Vans,nature shake,Boots,93.4
299,Adidas,guy decision,Sandals,51.36
300,Adidas,easy physical,Loafers,116.51
301,Nike,first order,Boots,110.42
302,Nike,tax beat,Loafers,82.5
303,Adidas,per music,Boots,137.56
304,Puma,window reveal,Boots,68.79
305,Reebok,generation such,Sandals,145.35
306,Puma,end direction,Sandals,139.81
307,Nike,box politics,Sandals,95.6
308,Vans,serious expect,Boots,147.52
309,Puma,you section,Sneakers,66.23
310,Puma,soldier popular,Sneakers,74.79
311,Puma,lose church,Loafers,90.29
312,Adidas,world early,Boots,90.46
313,Vans,data old,Sneakers,143.88
314,Nike,company cup,Loafers,118.67
315,Vans,child trade,Sandals,96.14
316,Reebok,ground inside,Boots,94.15
317,Puma,difference send,Loafers,140.09
318,Reebok,more feeling,Sandals,108.05
319,Adidas,fast direction,Boots,94.81
320,Puma,beyond standard,Sneakers,59.03
321,Puma,operation arm,Sandals,94.45
322,Reebok,believe notice,Loafers,64.05
323,Adidas,time chair,Loafers,55.75
324,Reebok,effect stop,Sneakers,96.74
325,Puma,before leader,Boots,68.04
326,Puma,car if,Boots,82.72
327,Vans,bring sense,Sneakers,147.45
328,Nike,perform success,Boots,78.23
329,Reebok,number present,Sneakers,126.01
330,Adidas,technology south,Loafers,89.01
331,Adidas,doctor sure,Boots,130.73
332,Puma,church sort,Sandals,66.81
333,Adidas,increase short,Boots,124.76
334,Adidas,teach seek,Sneakers,147.84
335,Nike,cause human,Boots,138.68
336,Reebok,pressure why,Sandals,134.85
337,Reebok,war can,Boots,58.75
338,Vans,protect former,Loafers,56.55
339,Nike,season and,Loafers,56.18
340,Vans,public realize,Sneakers,94.73
341,Adidas,by require,Sandals,58.0
342,Adidas,pay support,Boots,100.86
343,Vans,themselves management,Loafers,75.92
344,Reebok,cut paper,Sandals,103.36
345,Adidas,also time,Boots,107.54
346,Reebok,foreign thought,Loafers,92.53
347,Puma,TV whatever,Boots,115.29
348,Nike,media Mrs,Loafers,134.13
349,Vans,identify minute,Sneakers,141.47
350,Vans,front example,Loafers,53.2
351,Nike,very authority,Sneakers,149.75
352,Vans,future director,Sandals,88.83
353,Puma,over west,Sneakers,127.83
354,Nike,degree media,Boots,103.36
355,Vans,involve north,Boots,100.63
356,Puma,book young,Sandals,148.71
357,Reebok,learn suggest,Loafers,90.83
358,Adidas,campaign western,Sneakers,52.86
359,Nike,list kid,Boots,76.64
360,Nike,turn middle,Boots,119.38
361,Reebok,painting why,Sneakers,66.6
362,Adidas,question huge,Sandals,112.52
363,Nike,miss series,Boots,138.62
364,Puma,west other,Boots,66.69
365,Nike,partner admit,Sneakers,133.51
366,Puma,buy executive,Sandals,56.89
367,Puma,thus event,Loafers,96.83
368,Nike,say church,Sneakers,81.24
369,Vans,throughout itself,Sneakers,102.05
370,Adidas,well out,Boots,128.9
371,Adidas,guy many,Boots,81.12
372,Reebok,care agreement,Loafers,97.45
373,Vans,upon simple,Boots,51.38
374,Nike,economy green,Sneakers,131.26
375,Vans,treatment yet,Boots,133.88
376,Vans,management health,Sneakers,111.99
377,Adidas,take painting,Boots,126.86
378,Nike,parent dinner,Loafers,104.15
379,Puma,deal recently,Sneakers,91.97
380,Puma,usually staff,Sandals,121.36
381,Vans,partner sing,Sandals,113.67
382,Nike,ago religious,Boots,137.33
383,Adidas,Mrs agent,Sneakers,100.75
384,Vans,street approach,Boots,92.51
385,Adidas,hear total,Sneakers,62.49
386,Nike,whom time,Boots,105.27
387,Puma,carry hold,Sneakers,81.61
388,Vans,these goal,Loafers,78.37
389,Reebok,language mention,Sneakers,123.7
390,Nike,matter law,Sandals,68.88
391,Nike,full identify,Sneakers,60.15
392,Adidas,her Democrat,Loafers,56.0
393,Nike,student daughter,Loafers,141.23
394,Puma,experience thought,Boots,113.66
395,Reebok,bring bad,Sneakers,53.09
396,Reebok,stop truth,Sneakers,99.49
397,Puma,always run,Loafers,66.6
398,Reebok,already prove,Sandals,56.09
399,Nike,use bad,Sneakers,140.2
400,Adidas,much agree,Loafers,144.75
401,Puma,decision hair,Sneakers,67.81
402,Adidas,read property,Sneakers,54.74
403,Nike,develop mind,Sneakers,143.72
404,Nike,reach shake,Sandals,76.88
405,Reebok,attention hour,Loafers,94.17
406,Puma,term but,Sandals,148.03
407,Vans,thousand draw,Boots,141.64
408,Adidas,know within,Boots,131.19
409,Reebok,according yeah,Loafers,83.3
410,Nike,bad camera,Boots,97.45
411,Vans,exist off,Boots,53.46
412,Reebok,seat mouth,Sneakers,99.03
413,Reebok,difference more,Sandals,87.87
414,Vans,long nice,Boots,106.31
415,Reebok,bar consumer,Boots,115.9
416,Nike,them real,Sandals,133.45
417,Reebok,act appear,Loafers,76.33
418,Adidas,store speech,Boots,102.53
419,Adidas,thought prevent,Sneakers,59.02
420,Adidas,economic goal,Loafers,74.99
421,Nike,just hotel,Loafers,101.47
422,Reebok,music sound,Boots,81.58
423,Puma,her edge,Sandals,146.62
424,Reebok,investment laugh,Boots,72.81
425,Reebok,government hear,Sandals,120.92
426,Nike,both become,Sneakers,89.05
427,Reebok,possible class,Sneakers,74.27
428,Adidas,something coach,Sneakers,149.84
429,Adidas,feel safe,Sandals,68.51
430,Nike,cell water,Loafers,133.78
431,Nike,far road,Boots,101.58
432,Vans,authority success,Sandals,74.88
433,Puma,could have,Sneakers,87.24
434,Puma,then picture,Loafers,74.89
435,Reebok,claim performance,Sneakers,146.53
436,Puma,protect I,Loafers,75.04
437,Reebok,especially performance,Sneakers,125.8
438,Vans,down score,Boots,72.52
439,Adidas,start often,Boots,79.93
440,Nike,source fear,Sandals,71.22
441,Puma,subject save,Sneakers,111.12
442,Adidas,business baby,Sandals,60.99
443,Nike,big set,Boots,50.02
444,Reebok,pull truth,Sneakers,143.75
445,Adidas,thank word,Loafers,58.46
446,Vans,light bank,Boots,88.9
447,Reebok,carry ahead,Loafers,105.52
448,Vans,husband truth,Loafers,121.78
449,Vans,her worry,Sneakers,85.89
450,Nike,former forward,Sneakers,140.44
451,Nike,suggest open,Sneakers,127.54
452,Reebok,country east,Boots,140.5
453,Adidas,woman region,Sandals,145.2
454,Nike,through both,Sneakers,107.99
455,Nike,many reveal,Boots,94.91
456,Nike,resource offer,Boots,92.16
457,Puma,source field,Loafers,66.16
458,Puma,course down,Boots,133.62
459,Nike,build main,Boots,148.39
460,Puma,lot cup,Sneakers,131.09
461,Puma,yet better,Loafers,97.66
462,Vans,population establish,Sneakers,79.77
463,Puma,condition together,Loafers,91.68
464,Nike,protect indicate,Sneakers,119.29
465,Vans,sell ready,Sneakers,89.03
466,Adidas,natural tree,Loafers,88.96
467,Puma,beyond author,Sneakers,136.93
468,Vans,site anything,Sandals,135.66
469,Nike,only discussion,Loafers,133.23
470,Vans,major fast,Boots,65.51
471,Reebok,certainly deep,Loafers,146.82
472,Reebok,late staff,Sneakers,101.26
473,Vans,determine every,Sneakers,59.64
474,Vans,necessary international,Sandals,124.79
475,Reebok,of environmental,Sandals,140.96
476,Nike,stage plan,Boots,84.63
477,Vans,Republican remain,Loafers,102.94
478,Adidas,go heart,Boots,131.41
479,Adidas,whose modern,Boots,98.17
480,Reebok,character no,Loafers,115.15
481,Adidas,begin response,Sneakers,62.94
482,Reebok,traditional west,Sneakers,130.78
483,Vans,mind live,Boots,149.69
484,Puma,structure because,Sandals,136.4
485,Puma,coach section,Sneakers,96.53
486,Nike,baby foot,Loafers,114.44
487,Puma,analysis character,Sandals,96.73
488,Vans,here child,Loafers,68.28
489,Puma,clear treatment,Loafers,71.03
490,Adidas,peace alone,Sandals,123.89
491,Adidas,culture information,Loafers,124.36
492,Vans,very chance,Sandals,115.53
493,Nike,marriage region,Loafers,99.71
494,Adidas,create yourself,Sandals,55.57
495,Adidas,might people,Boots,101.14
496,Puma,east fish,Sneakers,83.35
497,Adidas,share near,Boots,82.28
498,Reebok,customer small,Sandals,50.81
499,Puma,her ball,Sandals,135.92
500,Puma,brother treat,Sneakers,83.46
501,Adidas,rest Democrat,Sneakers,69.72
502,Adidas,about gas,Sneakers,89.15
503,Nike,my serious,Loafers,106.57
504,Puma,seek nearly,Sneakers,141.8
505,Puma,still there,Sandals,112.88
506,Nike,next technology,Sandals,64.52
507,Adidas,require big,Sneakers,97.3
508,Puma,daughter trade,Sneakers,75.69
509,Reebok,place so,Sandals,142.24
510,Adidas,himself fund,Boots,127.53
511,Adidas,yes impact,Sandals,82.28
512,Vans,idea move,Loafers,137.91
513,Adidas,order thus,Boots,57.77
514,Nike,they test,Loafers,109.48
515,Vans,never not,Boots,72.49
516,Puma,end imagine,Loafers,145.52
517,Adidas,check nature,Sneakers,99.95
518,Puma,theory never,Loafers,59.29
519,Adidas,hand prove,Boots,92.29
520,Adidas,mind dark,Boots,119.78
521,Vans,no age,Boots,102.97
522,Nike,build in,Sandals,75.8
523,Nike,window major,Sandals,78.37
524,Nike,ask identify,Boots,69.21
525,Adidas,yard party,Loafers,125.56
526,Adidas,democratic night,Sandals,138.8
527,Puma,sort food,Sandals,128.85
528,Nike,rich else,Loafers,140.38
529,Vans,hear tree,Sandals,69.87
530,Reebok,kind idea,Sandals,122.33
531,Adidas,drive how,Sneakers,87.46
532,Vans,quality grow,Loafers,124.51
533,Adidas,maybe enough,Loafers,129.04
534,Puma,for sound,Sandals,107.07
535,Adidas,space risk,Boots,132.49
536,Puma,nice responsibility,Loafers,119.8
537,Vans,itself nothing,Sneakers,127.74
538,Adidas,everything cause,Sandals,120.09
539,Adidas,health field,Sandals,58.84
540,Vans,really week,Sandals,78.39
541,Vans,class carry,Sandals,149.63
542,Reebok,even family,Loafers,79.6
543,Nike,deal four,Sandals,78.11
544,Adidas,account friend,Sandals,66.32
545,Nike,discover himself,Loafers,78.11
546,Puma,tough data,Loafers,139.86
547,Puma,address free,Sandals,85.39
548,Nike,north amount,Boots,70.44
549,Vans,edge mother,Boots,64.49
550,Puma,clearly account,Sneakers,133.16
551,Reebok,generation well,Sandals,81.64
552,Reebok,score start,Boots,59.57
553,Nike,purpose close,Loafers,91.71
554,Puma,kind number,Sandals,131.05
555,Vans,from animal,Loafers,67.04
556,Adidas,would design,Boots,143.06
557,Reebok,marriage local,Sneakers,145.08
558,Reebok,market direction,Boots,115.39
559,Nike,company work,Sandals,59.63
560,Nike,believe challenge,Boots,93.35
561,Puma,court doctor,Boots,101.45
562,Puma,American free,Sneakers,69.75
563,Puma,full far,Boots,61.47
564,Nike,street talk,Loafers,78.73
565,Reebok,a phone,Loafers,129.86
566,Reebok,indeed culture,Sneakers,72.89
567,Puma,personal commercial,Sneakers,57.38
568,Vans,moment PM,Sandals,148.97
569,Adidas,any address,Sandals,98.97
570,Reebok,big knowledge,Sneakers,91.9
571,Nike,sell economy,Loafers,84.7
572,Puma,teacher act,Loafers,122.46
573,Nike,similar maintain,Boots,58.64
574,Reebok,theory eat,Sneakers,140.23
575,Puma,over can,Loafers,59.56
576,Adidas,seek most,Sandals,150.0
577,Nike,age almost,Loafers,111.5
578,Adidas,one family,Sneakers,97.18
579,Nike,option watch,Sandals,63.94
580,Adidas,hotel agreement,Sandals,84.09
581,Nike,sport member,Loafers,91.78
582,Puma,second result,Loafers,56.75
583,Puma,why kid,Boots,116.96
584,Reebok,simply machine,Sandals,103.93
585,Puma,girl part,Sneakers,64.3
586,Puma,edge cover,Boots,56.49
587,Puma,gun officer,Sandals,55.88
588,Vans,manager common,Sandals,104.0
589,Adidas,bank past,Loafers,129.95
590,Nike,experience test,Sneakers,125.64
591,Adidas,federal hold,Loafers,69.52
592,Nike,likely sea,Loafers,141.75
593,Adidas,fine candidate,Boots,131.77
594,Adidas,amount necessary,Sneakers,95.36
595,Puma,game white,Boots,53.91
596,Adidas,culture everything,Boots,147.66
597,Adidas,mother nice,Sneakers,139.14
598,Adidas,majority challenge,Loafers,90.79
599,Puma,that direction,Sneakers,133.31
600,Vans,avoid arrive,Loafers,53.76
601,Vans,agree read,Sandals,59.02
602,Nike,realize especially,Sneakers,113.52
603,Vans,choice wife,Loafers,104.78
604,Nike,leave surface,Boots,131.11
605,Puma,heart seem,Boots,56.27
606,Nike,free own,Loafers,112.45
607,Adidas,wrong heart,Sneakers,70.61
608,Puma,seat or,Sneakers,98.19
609,Adidas,important figure,Boots,94.12
610,Puma,talk as,Loafers,66.34
611,Puma,personal expect,Boots,133.71
612,Adidas,require account,Sneakers,111.45
613,Nike,bed save,Boots,118.56
614,Adidas,sing those,Sneakers,89.14
615,Vans,speak foot,Sandals,109.42
616,Adidas,writer toward,Sneakers,76.03
617,Nike,own of,Sneakers,112.23
618,Puma,protect recognize,Boots,141.19
619,Puma,customer arm,Boots,57.11
620,Reebok,level ever,Sneakers,149.02
621,Adidas,sure town,Sandals,95.19
622,Adidas,hard soon,Sneakers,67.06
623,Puma,another government,Sneakers,60.28
624,Adidas,natural world,Boots,138.45
625,Reebok,there enough,Sneakers,112.99
626,Vans,side help,Loafers,51.04
627,Vans,blood of,Loafers,82.17
628,Vans,mention book,Sneakers,127.21
629,Vans,final already,Loafers,93.25
630,Adidas,else boy,Sneakers,140.94
631,Vans,worker sit,Sneakers,113.7
632,Puma,toward beat,Loafers,139.3
633,Puma,magazine during,Sandals,60.3
634,Vans,thank win,Boots,138.74
635,Vans,lose much,Sandals,124.31
636,Nike,avoid fund,Sneakers,76.57
637,Nike,speak position,Sneakers,56.67
638,Reebok,the personal,Sneakers,131.71
639,Nike,impact effect,Sneakers,130.09
640,Adidas,team perform,Sandals,92.33
641,Nike,well sound,Loafers,125.39
642,Nike,describe me,Loafers,140.96
643,Adidas,minute head,Boots,114.96
644,Vans,before floor,Sandals,89.29
645,Reebok,arm eat,Boots,57.86
646,Adidas,check feel,Loafers,131.6
647,Puma,white environment,Sneakers,109.39
648,Reebok,just cold,Boots,64.55
649,Nike,tax city,Boots,64.86
650,Reebok,throughout executive,Sandals,73.94
651,Nike,ability start,Sandals,85.63
652,Puma,ready leave,Loafers,101.5
653,Vans,leader will,Loafers,139.98
654,Reebok,hold while,Sneakers,65.16
655,Puma,himself letter,Loafers,88.98
656,Puma,father begin,Sneakers,119.58
657,Puma,end then,Sneakers,88.33
658,Nike,six serious,Sneakers,81.27
659,Reebok,involve suggest,Loafers,65.9
660,Puma,skin only,Sandals,132.46
661,Reebok,car once,Boots,117.42
662,Nike,down generation,Sandals,98.91
663,Adidas,material herself,Sandals,120.71
664,Reebok,reflect each,Loafers,129.75
665,Puma,thus several,Boots,78.78
666,Puma,manage line,Loafers,98.01
667,Adidas,beyond close,Sneakers,134.29
668,Vans,address school,Sandals,128.85
669,Nike,radio center,Sandals,113.53
670,Vans,security tell,Loafers,68.83
671,Nike,argue would,Sandals,144.85
672,Reebok,very force,Sandals,72.08
673,Nike,not radio,Sandals,127.65
674,Nike,check page,Sneakers,82.71
675,Vans,agreement rest,Sneakers,85.94
676,Vans,successful where,Boots,92.43
677,Vans,whole course,Boots,67.46
678,Reebok,indicate capital,Loafers,134.54
679,Reebok,finish car,Sandals,114.98
680,Vans,miss control,Sneakers,104.71
681,Reebok,generation operation,Sandals,71.34
682,Nike,student have,Sandals,53.0
683,Puma,early peace,Sandals,112.84
684,Vans,mother benefit,Sneakers,113.2
685,Puma,visit avoid,Boots,53.36
686,Nike,easy leader,Loafers,101.66
687,Reebok,policy and,Boots,58.2
688,Vans,grow hand,Loafers,82.98
689,Nike,age tree,Boots,68.83
690,Vans,action individual,Sneakers,93.87
691,Reebok,again market,Boots,139.72
692,Adidas,system character,Loafers,125.93
693,Nike,beyond view,Sandals,117.95
694,Nike,discussion while,Boots,107.62
695,Vans,guy share,Sandals,101.77
696,Reebok,different early,Sandals,136.75
697,Adidas,great speech,Sandals,65.09
698,Nike,economic never,Boots,63.84
699,Reebok,magazine someone,Sandals,121.63
700,Vans,try behind,Sandals,135.78
701,Reebok,include outside,Sneakers,56.26
702,Reebok,language everybody,Boots,69.26
703,Vans,never science,Sandals,66.96
704,Nike,health good,Sandals,53.42
705,Reebok,rule foreign,Boots,101.57
706,Nike,south compare,Boots,105.29
707,Nike,type live,Loafers,91.72
708,Puma,artist resource,Boots,60.98
709,Reebok,public modern,Sandals,54.87
